date,code,hhmm,price,volume
20260904,000270,1050,126300,574
20260904,000270,1051,126400,816
20260904,000270,1052,126500,935
20260904,000270,1053,126600,604
20260904,000270,1054,126400,2253
20260904,000270,1055,126400,1171
20260904,000270,1056,126600,658
20260904,000270,1057,126600,914
20260904,000270,1058,126800,765
20260904,000270,1059,126500,208
20260904,000270,1100,126700,560
20260904,000270,1101,126600,399
20260904,000270,1102,126500,696
20260904,000270,1103,126800,731
20260904,000270,1104,126600,1469
20260904,000270,1105,126600,672
20260904,000270,1106,126400,937
20260904,000270,1107,126300,384
20260904,000270,1108,126300,1584
20260904,000270,1109,126300,282
20260904,000270,1110,126350,1371
20260904,000270,1111,126300,278
20260904,000270,1112,126300,5394
20260904,000270,1113,126400,1354
20260904,000270,1114,126400,1499
